Unnamed: 0,Region,State,Area,City,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud
204,North,UP,Rural,Meerut,Personal,Household,AC,0,1,0,0,0,0,5821.0,13,951,Manufacturer,30.0,Complaint,0
3073,North East,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,0,2,25000.0,15,10,Dealer,1.5,Complaint,0
4797,South West,Goa,Urban,Panaji,Business,Entertainment,TV,0,0,0,1,1,0,6586.0,13,35,Dealer,30.0,Claim,0
82391,South East,Andhra Pradesh,Rural,Vizag,Personal,Entertainment,TV,0,0,0,1,1,0,,13,522,Internet,30.0,Claim,0
6870,West,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,1,1,10000.0,12,18,Dealer,1.4,Claim,0
8595,South,Delhi,Rural,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,15000.0,10,5,Manufacturer,1.3,Complaint,0
8539,North East,Bihar,Urban,Patna,Personal,Household,AC,0,0,0,0,0,0,50000.0,15,4,Manufacturer,1.3,Claim,0
319,North,Delhi,Urban,New Delhi,Personal,Household,AC,0,1,0,0,0,0,20000.0,15,15,Manufacturer,2.5,Claim,0
4841,South East,Odisha,Urban,Bhubaneswar,Business,Household,AC,2,2,2,0,0,0,15000.0,12,197,Internet,4.0,Claim,0
5517,South West,Kerala,Rural,Kochi,Business,Household,AC,0,2,0,0,0,0,20000.0,13,3,Manufacturer,6.5,Claim,0
11001,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,10000.0,15,7,Dealer,2.5,Claim,0
7350,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,10000.0,13,5,Dealer,2.6,Claim,0
1423,East,Bihar,Rural,Patna,Personal,Entertainment,TV,0,0,0,0,1,0,,13,176,Internet,30.0,Complaint,0
1691,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,0,1,1,5033.0,11,284,Dealer,30.0,Claim,0
1533,South East,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,25000.0,12,16,Dealer,1.6,Complaint,0
676,South West,Goa,Urban,Panaji,Business,Entertainment,TV,0,0,0,1,1,0,6586.0,13,35,Dealer,30.0,Claim,0
245,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,2,0,0,0,0,7000.0,15,68,Manufacturer,9.0,Complaint,0
307,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,1,1,0,0,0,0,4000.0,10,335,Dealer,14.0,Claim,0
8825,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000.0,13,7,Manufacturer,1.6,Claim,1
4626,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,1,2,50000.0,13,18,Manufacturer,0.5,Claim,0
31091,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,12000.0,15,10,Internet,1.4,Complaint,0
7288,West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,1,0,0,0,0,12000.0,12,60,Internet,2.6,Complaint,0
1115,North West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000.0,14,21,Dealer,1.4,Claim,0
7802,West,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,0,0,12000.0,12,5,Internet,1.0,Complaint,0
3033,South West,Maharshtra,Urban,Pune,Business,Entertainment,TV,0,0,0,0,0,0,20000.0,13,16,Manufacturer,2.5,Other,1
4976,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,2,2,0,0,0,15000.0,15,303,Internet,7.0,Complaint,0
1219,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,1,1,0,0,0,10000.0,14,15,Dealer,2.6,Claim,0
8060,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,2,0,0,0,0,0,5000.0,10,55,Dealer,21.0,Claim,0
8982,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000.0,15,233,Manufacturer,21.0,Claim,0
61751,North East,Assam,Rural,Guwhati,Personal,Household,AC,0,1,2,0,0,0,4474.0,12,202,Manufacturer,30.0,Claim,0
6377,West,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,0,0,12000.0,12,5,Internet,1.0,Complaint,0
2930,West,Rajasthan,Rural,Jaipur,Business,Household,AC,0,0,0,0,0,0,10000.0,12,10,Dealer,1.0,Claim,0
6218,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,0,2,15000.0,12,15,Dealer,1.3,Complaint,0
1694,North,Andhra Pradesh,Rural,Hyderabad,Personal,Household,AC,1,1,2,0,0,0,10000.0,15,12,Dealer,6.5,Claim,0
170,East,West Bengal,Urban,Kolkata,Personal,Household,AC,0,1,0,0,0,0,4388.0,13,309,Manufacturer,30.0,Complaint,0
1316,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,1,1,0,0,0,0,4000.0,12,347,Internet,6.0,Claim,0
9146,South West,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,21000.0,13,4,Internet,2.5,Complaint,0
5941,North,Maharshtra,Rural,Pune,Personal,Entertainment,TV,0,0,0,0,0,1,20000.0,15,60,Dealer,1.0,Claim,0
2937,South East,Telengana,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,0,4805.0,12,948,Dealer,3.0,Claim,0
45661,South West,Goa,Urban,Panaji,Personal,Household,AC,0,2,0,0,0,0,4832.0,14,481,Internet,30.0,Complaint,0
5255,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,0,1,0,0,0,12000.0,14,12,Internet,2.5,Claim,0
4338,South East,Maharshtra,Urban,Mumbai,Business,Household,AC,0,0,1,0,0,0,50000.0,12,6,Dealer,2.4,Claim,0
5206,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,1,1,0,0,0,0,4000.0,10,335,Dealer,14.0,Claim,0
9263,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,2,1,1,4504.0,12,123,Dealer,30.0,Claim,0
38110,West,Bihar,Urban,Patna,Business,Household,AC,0,0,0,0,0,0,12000.0,12,19,Internet,1.4,Complaint,0
8740,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,10000.0,15,7,Dealer,2.5,Claim,0
1192,South,Delhi,Rural,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,15000.0,10,5,Manufacturer,1.3,Complaint,0
5706,West,Gujarat,Rural,Ahmedabad,Personal,Household,AC,0,1,0,0,0,0,7153.0,14,444,Dealer,30.0,Other,0
9790,East,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,0,0,15000.0,13,18,Dealer,1.5,Complaint,0
8312,South East,Andhra Pradesh,Urban,Vizag,Personal,Entertainment,TV,0,0,0,0,1,0,8386.0,12,197,Dealer,30.0,Claim,0
6910,North East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000.0,15,15,Manufacturer,0.5,Claim,0
9767,West,Bihar,Rural,Purnea,Business,Household,AC,0,0,0,0,0,0,12000.0,12,6,Internet,6.5,Complaint,0
551,South West,Delhi,Rural,New Delhi,Business,Household,AC,0,0,0,0,0,0,12000.0,13,15,Internet,1.0,Claim,0
139,North West,MP,Rural,Bhopal,Personal,Entertainment,TV,0,0,0,1,1,1,7725.0,11,960,Manufacturer,30.0,Other,0
1125,South East,Odisha,Urban,Bhubaneswar,Business,Household,AC,1,2,0,0,0,0,7000.0,12,193,Dealer,7.0,Claim,0
9418,South West,Delhi,Rural,New Delhi,Business,Household,AC,0,0,0,0,0,0,12000.0,13,15,Internet,1.0,Claim,0
9590,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,0,2,15000.0,12,15,Dealer,1.3,Complaint,0
34661,South,Tamilnadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,0,12000.0,16,20,Manufacturer,2.0,Complaint,0
6824,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,0,1,0,0,0,12000.0,14,12,Internet,2.5,Claim,0
6660,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,50000.0,10,14,Manufacturer,1.5,Claim,0
4355,West,Gujarat,Rural,Ahmedabad,Personal,Household,AC,2,0,1,0,0,0,5652.0,10,758,Dealer,30.0,Claim,0
1755,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000.0,14,9,Dealer,2.5,Complaint,0
6873,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,1,1,0,5764.0,14,377,Dealer,20.0,Other,0
7018,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000.0,12,4,Dealer,2.6,Claim,0
75010,North,Gujarat,Rural,Vadodara,Personal,Household,AC,1,1,1,0,0,0,12000.0,15,14,Internet,2.5,Claim,0
5750,South,Tamilnadu,Urban,Chennai,Business,Household,AC,2,2,0,0,0,0,10000.0,15,35,Internet,11.0,Claim,0
2769,West,Maharshtra,Urban,Mumbai,Business,Entertainment,TV,0,0,0,2,0,0,5000.0,14,197,Internet,13.0,Complaint,0
53491,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000.0,13,7,Manufacturer,1.6,Claim,1
75211,North,Andhra Pradesh,Rural,Hyderabad,Personal,Household,AC,2,1,2,0,0,0,10000.0,15,12,Dealer,6.5,Claim,0
6815,South,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,15000.0,10,6,Manufacturer,1.5,Claim,0
62,South,Tamilnadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,0,12000.0,16,20,Manufacturer,2.0,Complaint,0
5678,South East,Odisha,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,2,1,0,7000.0,12,280,Internet,19.0,Claim,0
1338,South East,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,1,1,1,25000.0,12,3,Dealer,1.5,Complaint,0
1400,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000.0,10,171,Manufacturer,4.0,Claim,0
9485,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000.0,15,244,Manufacturer,4.0,Complaint,0
7341,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,0,2,15000.0,12,15,Dealer,1.3,Complaint,0
5143,South,Kerala,Urban,Kochi,Business,Household,AC,0,2,1,0,0,0,2742.0,10,214,Manufacturer,30.0,Complaint,0
2889,North West,Delhi,Urban,New Delhi,Personal,Household,AC,1,0,0,0,0,0,12000.0,14,16,Internet,6.5,Complaint,0
5783,North East,Tripura,Urban,Agartala,Personal,Household,AC,0,1,1,0,0,0,2515.0,10,748,Manufacturer,30.0,Other,0
1661,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,0,0,0,0.0,10,125,Internet,1.0,Complaint,0
7145,North East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,50000.0,15,5,Manufacturer,1.5,Other,0
701,North West,Delhi,Urban,New Delhi,Personal,Household,AC,2,0,0,0,0,0,12000.0,14,16,Internet,6.5,Complaint,0
9591,West,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,0,0,12000.0,12,5,Internet,1.0,Complaint,0
8536,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,2,1,0,7000.0,15,287,Dealer,1.0,Claim,0
7723,South,Kerala,Urban,Kochi,Business,Household,AC,0,2,1,0,0,0,2742.0,10,214,Manufacturer,30.0,Complaint,0
8192,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,0,2,15000.0,12,15,Dealer,1.3,Complaint,0
1506,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,1,1,0,5764.0,14,377,Dealer,20.0,Other,0
7701,North East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000.0,15,15,Manufacturer,0.5,Claim,0
3464,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000.0,10,257,Internet,25.0,Claim,0
1356,North West,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,0,0,0,12000.0,14,3,Internet,1.4,Complaint,0
6590,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,2,1,1,4504.0,12,123,Dealer,30.0,Claim,0
3466,South,Tamilnadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,0,12000.0,16,20,Manufacturer,2.0,Complaint,0
9371,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,10000.0,13,21,Dealer,6.5,Other,0
24001,North East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,50000.0,15,5,Manufacturer,1.5,Other,0
1105,South,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,25000.0,10,18,Dealer,1.0,Complaint,0
1924,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000.0,12,4,Manufacturer,2.6,Claim,0
1444,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,12000.0,15,10,Internet,1.4,Complaint,0
21341,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000.0,12,4,Manufacturer,2.6,Claim,0
5202,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000.0,13,60,Dealer,1.3,Claim,0
6416,South East,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,1,1,1,25000.0,12,3,Dealer,1.5,Complaint,0
4067,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,,10,574,Manufacturer,30.0,Claim,0
63171,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,0,1,0,0,0,0,2000.0,12,61,Dealer,24.0,Claim,0
3758,West,Maharshtra,Urban,Mumbai,Personal,Household,AC,0,0,0,0,0,0,0.0,14,332,Manufacturer,20.0,Complaint,1
4316,South West,Goa,Rural,Panaji,Personal,Household,AC,1,0,0,0,0,0,6449.0,11,826,Manufacturer,30.0,Claim,0
1452,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000.0,14,9,Dealer,2.5,Complaint,0
5740,South,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,25000.0,10,18,Dealer,1.0,Complaint,0
8699,West,Gujarat,Rural,Ahmedabad,Business,Entertainment,TV,0,0,0,0,0,2,10000.0,12,14,Dealer,6.5,Other,0
2575,South East,Telengana,Rural,Hyderabad,Personal,Entertainment,TV,0,0,0,1,2,1,3149.0,14,820,Dealer,28.0,Claim,0
7773,West,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,1,1,10000.0,12,18,Dealer,1.4,Claim,0
33100,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,40000.0,10,14,Manufacturer,1.5,Claim,1
33471,South,Maharshtra,Rural,Pune,Business,Household,AC,0,0,0,0,0,0,25000.0,10,9,Dealer,1.3,Other,0
6140,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,0,0,2000.0,10,299,Dealer,9.0,Complaint,0
1005,South West,Goa,Urban,Panaji,Personal,Household,AC,0,2,0,0,0,0,4832.0,14,481,Internet,30.0,Complaint,0
6089,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000.0,15,167,Internet,15.0,Complaint,0
7523,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000.0,10,288,Dealer,18.0,Claim,0
1280,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,0,0,2000.0,10,299,Dealer,9.0,Complaint,0
5781,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,50000.0,10,14,Manufacturer,1.5,Claim,0
2190,South,Telengana,Urban,Hyderabad,Personal,Household,AC,1,0,0,0,0,0,2000.0,15,52,Dealer,6.0,Complaint,0
2624,South East,Odisha,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,0,2000.0,12,365,Internet,5.0,Complaint,0
9496,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,0,0,2000.0,10,299,Dealer,9.0,Complaint,0
9353,South,Karnataka,Urban,Bangalore,Business,Household,AC,1,0,0,0,0,0,2000.0,15,329,Dealer,14.0,Complaint,0
2759,North West,Kerala,Rural,Kochi,Personal,Household,AC,0,1,1,0,0,0,20000.0,14,6,Manufacturer,1.0,Claim,0
6023,North West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000.0,14,21,Manufacturer,1.4,Claim,0
5380,East,Bihar,Rural,Patna,Personal,Household,AC,0,0,0,0,0,0,25000.0,13,4,Dealer,0.5,Complaint,0
1961,West,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,0,4216.0,10,672,Dealer,25.0,Other,0
6088,East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,0,2,1,501.0,10,409,Internet,30.0,Claim,0
36431,South East,Telengana,Rural,Hyderabad,Personal,Entertainment,TV,0,0,0,0,1,0,3905.0,13,683,Dealer,19.0,Claim,0
4150,East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,15000.0,13,14,Manufacturer,1.6,Claim,1
6506,East,Tamilnadu,Rural,Chennai,Personal,Household,AC,0,0,0,0,0,0,50000.0,13,4,Manufacturer,1.3,Complaint,0
1545,South East,Odisha,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,2,1,0,7000.0,12,32,Manufacturer,14.0,Claim,0
9402,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,0,0,0,0,0,5000.0,15,45,Internet,24.0,Claim,0
53971,North East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000.0,15,15,Manufacturer,0.5,Claim,0
5844,West,Maharshtra,Urban,Mumbai,Business,Entertainment,TV,0,0,0,2,0,0,5000.0,14,197,Internet,13.0,Complaint,0
56201,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,1,2,1,1691.0,13,746,Dealer,30.0,Other,0
30441,West,Rajasthan,Rural,Jaipur,Business,Household,AC,0,0,0,0,0,0,10000.0,12,10,Dealer,1.0,Claim,0
56341,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000.0,14,9,Dealer,2.5,Complaint,0
7991,South,Tamilnadu,Urban,Chennai,Business,Household,AC,0,0,0,0,0,0,0.0,15,281,Internet,19.0,Complaint,0
3180,North East,Uttar Pradesh,Urban,Lucknow,Business,Entertainment,TV,0,0,0,1,1,0,4000.0,10,81,Internet,21.0,Claim,0
4790,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,2,0,0,0,0,7000.0,15,68,Manufacturer,9.0,Complaint,0
1399,North West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000.0,14,21,Dealer,1.4,Claim,0
4375,North,UP,Rural,Meerut,Personal,Household,AC,0,1,0,0,0,0,5821.0,13,951,Manufacturer,30.0,Complaint,0
1954,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,2,50000.0,13,18,Manufacturer,0.5,Complaint,1
8903,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000.0,13,60,Dealer,1.3,Claim,0
94571,South West,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,21000.0,13,4,Internet,2.5,Complaint,0
4408,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,0,0,2,15000.0,12,15,Manufacturer,1.3,Complaint,0
5360,West,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,1,1,10000.0,12,18,Dealer,1.4,Claim,0
5264,West,Karnataka,Rural,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,20000.0,12,7,Manufacturer,6.5,Claim,0
5790,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000.0,12,19,Manufacturer,1.3,Claim,0
7699,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,2,0,0,0,0,7000.0,15,68,Manufacturer,9.0,Complaint,0
3213,South,Bihar,Urban,Purnea,Business,Household,AC,0,0,0,0,0,0,50000.0,10,16,Manufacturer,0.5,Complaint,0
5901,North East,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,15000.0,15,12,Manufacturer,1.6,Complaint,0
7652,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000.0,12,19,Manufacturer,1.3,Claim,0
8047,North West,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,20000.0,14,10,Manufacturer,6.5,Complaint,0
4902,South West,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,21000.0,13,4,Internet,2.5,Complaint,0
9605,North,Delhi,Rural,Delhi,Personal,Entertainment,TV,0,0,0,1,1,0,4674.0,13,333,Manufacturer,30.0,Claim,0
5946,North,Delhi,Rural,Delhi,Personal,Entertainment,TV,0,0,0,1,1,0,4674.0,13,333,Manufacturer,30.0,Claim,0
575,South East,Telengana,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,0,4805.0,12,948,Dealer,3.0,Claim,0
1575,South East,Maharshtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,50000.0,12,6,Manufacturer,2.4,Claim,0
4788,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,2,0,10000.0,13,19,Dealer,1.0,Claim,0
1018,South,Kerala,Urban,Kochi,Business,Household,AC,0,2,1,0,0,0,2742.0,10,214,Manufacturer,30.0,Complaint,0
2601,West,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,0,0,12000.0,12,5,Internet,1.0,Complaint,0
1420,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,2,0,15000.0,10,60,Manufacturer,0.5,Complaint,0
1131,East,Bihar,Rural,Patna,Personal,Household,AC,1,1,2,0,0,0,970.0,14,6,Internet,30.0,Claim,0
68,West,Karnataka,Rural,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,20000.0,12,7,Manufacturer,6.5,Claim,1
2870,North,Delhi,Rural,Delhi,Personal,Entertainment,TV,0,0,0,1,2,0,4891.0,14,337,Dealer,30.0,Complaint,0
6395,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,0,0,2,15000.0,12,15,Manufacturer,1.3,Complaint,0
2143,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000.0,14,9,Dealer,2.5,Claim,0
7343,South East,Telengana,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,1,0,170.0,11,371,Dealer,30.0,Other,0
5192,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000.0,10,147,Dealer,22.0,Complaint,0
140,South,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,1,1,1,4862.0,10,854,Dealer,30.0,Claim,0
9354,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000.0,12,19,Manufacturer,1.3,Claim,0
61461,South,Karnataka,Rural,Bangalore,Business,Household,AC,1,1,0,0,0,0,20000.0,12,10,Dealer,1.0,Complaint,0
7555,North,Delhi,Urban,Delhi,Business,Household,AC,1,2,0,0,0,0,7235.0,13,125,Dealer,30.0,Complaint,0
9035,North West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000.0,14,21,Manufacturer,1.4,Claim,0
353,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,1,1,0,0,0,10000.0,14,15,Dealer,2.6,Claim,0
7922,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,,10,574,Manufacturer,30.0,Claim,0
4381,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000.0,10,257,Internet,25.0,Claim,0
5152,East,Bihar,Rural,Patna,Personal,Household,AC,0,2,1,0,0,0,,11,383,Dealer,20.0,Claim,0
4481,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000.0,15,80,Manufacturer,12.0,Complaint,0
