poll_id,pollster_id,pollster,sponsor_ids,sponsors,numeric_grade,pollscore,methodology,transparency_score,start_date,end_date,question_id,sample_size,population,url,source,internal,partisan,Harris,Trump
87946,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,8/21/24,8/28/24,207331,3562,rv,https://www.reuters.com/world/us/harris-widens-lead-over-trump-with-boost-women-hispanics-reutersipsos-poll-finds-2024-08-29/,NA,NA,NA,44,40
87946,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,8/21/24,8/28/24,207532,4253,a,https://www.ipsos.com/en-us/harris-has-small-lead-over-trump-latest-reutersipsos-poll,NA,NA,NA,41,38
87946,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,8/21/24,8/28/24,207533,3562,rv,https://www.ipsos.com/en-us/harris-has-small-lead-over-trump-latest-reutersipsos-poll,NA,NA,NA,45,41
87946,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,8/21/24,8/28/24,207534,4253,a,https://www.ipsos.com/en-us/harris-has-small-lead-over-trump-latest-reutersipsos-poll,NA,NA,NA,40,36
87919,1886,Quantus Polls and News,2184,TrendingPolitics,NA,NA,Online Panel,8.5,8/26/24,8/27/24,207085,1094,lv,https://quantus.substack.com/p/2024-presidential-election-survey,NA,NA,REP,49,47
87920,568,YouGov,352,Economist,2.9,-1.1,Online Panel,9,8/25/24,8/27/24,207186,1368,rv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EQQr3lh.pdf,NA,NA,NA,47,45
87949,396,Quinnipiac,NA,NA,2.8,-0.5,Live Phone,9,8/23/24,8/27/24,207360,1611,lv,https://poll.qu.edu/poll-release?releaseid=3903,NA,NA,NA,49,47
87949,396,Quinnipiac,NA,NA,2.8,-0.5,Live Phone,9,8/23/24,8/27/24,207361,1611,lv,https://poll.qu.edu/poll-release?releaseid=3903,NA,NA,NA,49,48
87918,568,YouGov,1213,Yahoo News,2.9,-1.1,Online Panel,9,8/22/24,8/26/24,207080,1194,rv,https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,NA,NA,NA,46,45
87918,568,YouGov,1213,Yahoo News,2.9,-1.1,Online Panel,9,8/22/24,8/26/24,207081,1197,rv,https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,NA,NA,NA,47,46
87918,568,YouGov,1213,Yahoo News,2.9,-1.1,Online Panel,9,8/22/24,8/26/24,207082,1788,a,https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,NA,NA,NA,39,36
87918,568,YouGov,1213,Yahoo News,2.9,-1.1,Online Panel,9,8/22/24,8/26/24,207083,1200,rv,https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,NA,NA,NA,44,42
87985,1365,Change Research,NA,NA,1.4,0.6,Text-to-Web/Online Ad,5,8/20/24,8/26/24,207564,2626,rv,https://changeresearch.substack.com/p/the-dnc-boom,NA,FALSE,NA,48,43
87899,1302,Echelon Insights,NA,NA,2.7,-0.8,Online Panel,9,8/23/24,8/25/24,206912,1031,lv,https://echeloninsights.com/in-the-news/aug2024-verified-voter-omnibus/,NA,NA,NA,48,49
87899,1302,Echelon Insights,NA,NA,2.7,-0.8,Online Panel,9,8/23/24,8/25/24,206913,1031,lv,https://echeloninsights.com/in-the-news/aug2024-verified-voter-omnibus/,NA,NA,NA,47,45
87899,1302,Echelon Insights,NA,NA,2.7,-0.8,Online Panel,9,8/23/24,8/25/24,206914,1031,lv,https://echeloninsights.com/in-the-news/aug2024-verified-voter-omnibus/,NA,NA,NA,48,48
87901,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/23/24,8/25/24,206936,7818,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87916,1801,Florida Atlantic University/Mainstreet Research,NA,NA,NA,NA,IVR/Online Panel,6,8/23/24,8/25/24,207056,929,rv,https://www.faupolling.com/fau-mainstreet-usa-poll-harris-gains-momentum-independents-shift-in-the-wake-of-the-dnc/,NA,FALSE,NA,47,42.7
87916,1801,Florida Atlantic University/Mainstreet Research,NA,NA,NA,NA,IVR/Online Panel,6,8/23/24,8/25/24,207057,856,lv,https://www.faupolling.com/fau-mainstreet-usa-poll-harris-gains-momentum-independents-shift-in-the-wake-of-the-dnc/,NA,FALSE,NA,49.1,44.6
87968,1575,Leger,2185,National Post,2,0,Online Panel,9,8/23/24,8/25/24,207490,908,a,https://leger360.com/us-politics-aug-2024-np/,NA,NA,NA,50,46
87968,1575,Leger,2185,National Post,2,0,Online Panel,9,8/23/24,8/25/24,207491,863,lv,https://leger360.com/us-politics-aug-2024-np/,NA,NA,NA,50,46
87900,1714,Kaplan Strategies,NA,NA,2,-0.9,NA,4.5,8/24/24,8/24/24,206916,1257,rv,https://kaplanstrategies.com/2024/08/25/national-poll/,NA,NA,NA,50,46
87900,1714,Kaplan Strategies,NA,NA,2,-0.9,NA,4.5,8/24/24,8/24/24,206917,1190,lv,https://kaplanstrategies.com/2024/08/25/national-poll/,NA,NA,NA,52,45
87902,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/22/24,8/24/24,206937,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87903,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/21/24,8/23/24,206938,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87892,26,Angus Reid,NA,NA,2,-0.1,Online Panel,6,8/19/24,8/23/24,206833,1758,rv,https://angusreid.org/us-election-polling-harris-trump-democratic-national-convention/,NA,NA,NA,45,40
87892,26,Angus Reid,NA,NA,2,-0.1,Online Panel,6,8/19/24,8/23/24,206834,1758,rv,https://angusreid.org/us-election-polling-harris-trump-democratic-national-convention/,NA,NA,NA,47,42
87889,1741,ActiVote,NA,NA,NA,NA,App Panel,8,8/15/24,8/23/24,206792,1000,lv,https://www.activote.net/harris-has-steady-lead/,NA,FALSE,NA,52.6,47.4
87904,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/20/24,8/22/24,206939,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87885,1554,RMG Research,2178,Napolitan News Service,2.3,-0.4,Online Panel,5,8/19/24,8/22/24,206736,2404,lv,https://napolitaninstitute.org/2024/08/23/trump-harris-tied-at-49/,NA,NA,NA,49,49
87885,1554,RMG Research,2178,Napolitan News Service,2.3,-0.4,Online Panel,5,8/19/24,8/22/24,206740,2404,lv,https://napolitaninstitute.org/2024/08/23/trump-harris-tied-at-49/,NA,NA,NA,48,46
87873,1889,Outward Intelligence,NA,NA,NA,NA,Online Panel,3.5,8/18/24,8/22/24,206682,1867,lv,https://www.outwardintelligence.com/pulse/presidential-race-remains-stable,NA,NA,NA,52,48
87873,1889,Outward Intelligence,NA,NA,NA,NA,Online Panel,3.5,8/18/24,8/22/24,206683,1867,lv,https://www.outwardintelligence.com/pulse/presidential-race-remains-stable,NA,NA,NA,50,44
87887,1562,Redfield & Wilton Strategies,NA,NA,1.8,0.3,Online Panel,9,8/21/24,8/21/24,206772,1275,lv,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-21-august/,NA,NA,NA,47,44
87874,1697,Bullfinch,NA,NA,NA,NA,Online Panel,4,8/19/24,8/21/24,206718,1200,a,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,NA,NA,NA,44,39
87874,1697,Bullfinch,NA,NA,NA,NA,Online Panel,4,8/19/24,8/21/24,206719,1000,rv,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,NA,NA,NA,47,39
87905,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/19/24,8/21/24,206940,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,45
87906,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/18/24,8/20/24,206941,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,45
87853,568,YouGov,352,Economist,2.9,-1.1,Online Panel,9,8/17/24,8/20/24,206527,1371,rv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Dgf6Oqh.pdf,NA,NA,NA,46,43
87886,149,Fairleigh Dickinson,NA,NA,2.6,-0.6,Live Phone/Text-to-Web,9.5,8/17/24,8/20/24,206737,801,rv,https://www.fdu.edu/news/fdu-poll-finds-race-and-gender-push-harris-above-trump-nationally/,NA,NA,NA,50,43
87907,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/17/24,8/19/24,206942,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,44
87833,1890,SoCal Strategies,21522170,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,9,8/18/24,8/18/24,206399,1000,rv,https://substack.com/home/post/p-147894175,NA,NA,REP,49,47
87833,1890,SoCal Strategies,21522170,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,9,8/18/24,8/18/24,206400,876,lv,https://substack.com/home/post/p-147894175,NA,NA,REP,50,48
87832,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/16/24,8/18/24,206398,11501,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87908,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/16/24,8/18/24,206943,11528,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87843,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,8/14/24,8/18/24,206442,2022,a,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,NA,FALSE,NA,40.8,36.7
87843,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,8/14/24,8/18/24,206443,1698,rv,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,NA,FALSE,NA,44,39.7
87843,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,8/14/24,8/18/24,206444,1530,lv,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,NA,FALSE,NA,46.2,41.6
87840,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/15/24,8/17/24,206425,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87810,568,YouGov,133,CBS News,2.9,-1.1,Online Panel,9,8/14/24,8/16/24,206219,3253,lv,https://www.cbsnews.com/news/new-poll-kamala-harris-policies-trump-democratic-convention-2024/,NA,NA,NA,51,48
87810,568,YouGov,133,CBS News,2.9,-1.1,Online Panel,9,8/14/24,8/16/24,206220,3253,lv,https://www.cbsnews.com/news/new-poll-kamala-harris-policies-trump-democratic-convention-2024/,NA,NA,NA,49,47
87839,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/14/24,8/16/24,206424,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87831,1562,Redfield & Wilton Strategies,NA,NA,1.8,0.3,Online Panel,9,8/15/24,8/15/24,206363,1238,lv,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-15-august/,NA,NA,NA,45,44
87838,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/13/24,8/15/24,206423,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87788,1889,Outward Intelligence,NA,NA,NA,NA,Online Panel,3.5,8/11/24,8/15/24,206079,1858,lv,https://www.outwardintelligence.com/pulse/harris-leads-trump-by-6-points,NA,NA,NA,53,47
87788,1889,Outward Intelligence,NA,NA,NA,NA,Online Panel,3.5,8/11/24,8/15/24,206080,1858,lv,https://www.outwardintelligence.com/pulse/harris-leads-trump-by-6-points,NA,NA,NA,49,43
87872,1746,Embold Research,2051,Salve Regina University,1.4,0.6,NA,6,8/8/24,8/15/24,206673,2696,lv,https://www.pellcenter.org/harris-leads-trump-by-4-nationally-but-with-wide-variation-by-age-ethnicity-and-u-s-regional-cultures/,NA,NA,NA,47,43
87871,1515,Data for Progress,NA,NA,2.7,-1.2,NA,10,8/1/24,8/15/24,206684,6067,lv,https://www.dataforprogress.org/insights/2024/8/22/harris-can-win-swing-voters-by-emphasizing-populist-economic-policies-and-protecting-freedoms,NA,FALSE,NA,49,46
87871,1515,Data for Progress,NA,NA,2.7,-1.2,NA,10,8/1/24,8/15/24,206685,6067,lv,https://www.dataforprogress.org/insights/2024/8/22/harris-can-win-swing-voters-by-emphasizing-populist-economic-policies-and-protecting-freedoms,NA,FALSE,NA,47,43
87781,1102,Emerson,NA,NA,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,8/12/24,8/14/24,206012,1000,lv,https://emersoncollegepolling.com/august-2024-national-poll-harris-50-trump-46/,NA,NA,NA,52.3,47.7
87781,1102,Emerson,NA,NA,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,8/12/24,8/14/24,206013,1000,lv,https://emersoncollegepolling.com/august-2024-national-poll-harris-50-trump-46/,NA,NA,NA,48.3,43.5
87796,1554,RMG Research,2178,Napolitan News Service,2.3,-0.4,Online Panel,5,8/12/24,8/14/24,206143,2708,lv,https://napolitaninstitute.org/2024/08/16/trump-46-harris-45/,NA,NA,NA,47,49
87796,1554,RMG Research,2178,Napolitan News Service,2.3,-0.4,Online Panel,5,8/12/24,8/14/24,206741,2708,lv,https://napolitaninstitute.org/wp-content/uploads/2024/08/GCM24-Week-of-Aug-12-Mini-Toplines.pdf,NA,NA,NA,45,46
87837,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/12/24,8/14/24,206422,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,44
87776,1741,ActiVote,NA,NA,NA,NA,App Panel,8,8/7/24,8/14/24,205883,1000,lv,https://www.activote.net/harris-leaps-ahead-of-trump/,NA,FALSE,NA,52.4,47.6
87760,568,YouGov,352,Economist,2.9,-1.1,Online Panel,9,8/11/24,8/13/24,205810,1407,rv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,NA,NA,NA,46,44
87836,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/11/24,8/13/24,206421,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,45
87794,241,Ipsos,378379,The Washington Post | ABC News,2.8,-0.8,Probability Panel,9.5,8/9/24,8/13/24,206221,2336,a,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,NA,NA,NA,50,45
87794,241,Ipsos,378379,The Washington Post | ABC News,2.8,-0.8,Probability Panel,9.5,8/9/24,8/13/24,206222,1975,rv,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,NA,NA,NA,49,45
87794,241,Ipsos,378379,The Washington Post | ABC News,2.8,-0.8,Probability Panel,9.5,8/9/24,8/13/24,206223,1505,lv,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,NA,NA,NA,51,45
87794,241,Ipsos,378379,The Washington Post | ABC News,2.8,-0.8,Probability Panel,9.5,8/9/24,8/13/24,206224,2336,a,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,NA,NA,NA,47,44
87794,241,Ipsos,378379,The Washington Post | ABC News,2.8,-0.8,Probability Panel,9.5,8/9/24,8/13/24,206254,1975,rv,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,NA,NA,NA,47,44
87835,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/10/24,8/12/24,206420,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,44
87780,1597,Beacon/Shaw,149,FOX News,2.8,-1.1,Live Phone,9,8/9/24,8/12/24,205944,1105,rv,https://www.foxnews.com/official-polls/fox-news-poll-new-matchup-same-result-trump-bests-harris-one-point,NA,FALSE,NA,45,45
87780,1597,Beacon/Shaw,149,FOX News,2.8,-1.1,Live Phone,9,8/9/24,8/12/24,205945,1105,rv,https://www.foxnews.com/official-polls/fox-news-poll-new-matchup-same-result-trump-bests-harris-one-point,NA,FALSE,NA,49,50
87734,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,8/9/24,8/11/24,205714,1009,a,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.11.24.pdf,NA,FALSE,NA,41.9,39.4
87734,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,8/9/24,8/11/24,205715,848,rv,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.11.24.pdf,NA,FALSE,NA,45.5,41.7
87734,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,8/9/24,8/11/24,205716,757,lv,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.11.24.pdf,NA,FALSE,NA,46.5,43.7
87742,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/9/24,8/11/24,205723,11778,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,44
87772,1624,J.L. Partners,1997,DailyMail.com,1.6,0.2,Live Phone/Online Panel/App Panel,6,8/7/24,8/11/24,205849,1001,lv,https://jlpartners.com/nationwide-likely-voters-polling-august-14-2024,NA,NA,NA,41,43
87778,370,Pew,NA,NA,2.5,-0.4,Probability Panel,8,8/5/24,8/11/24,205903,7569,rv,https://www.pewresearch.org/politics/2024/08/14/harris-energizes-democrats-in-transformed-presidential-race/,NA,NA,NA,46,45
87741,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/8/24,8/10/24,205722,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87740,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/7/24,8/9/24,205721,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87722,1886,Quantus Polls and News,2184,TrendingPolitics,NA,NA,Online Panel,8.5,8/7/24,8/8/24,205641,1000,rv,https://quantus.substack.com/p/2024-presidential-race-harris-holds,NA,NA,REP,47.2,45.9
87739,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/6/24,8/8/24,205720,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87791,1347,Cygnal,NA,NA,2.1,-1.3,NA,4,8/6/24,8/8/24,206119,1500,lv,https://www.cygn.al/national-poll-2024-election-has-re-entered-stasis-while-trump-republicans-maintains-advantage/,NA,NA,NA,47.6,47
87791,1347,Cygnal,NA,NA,2.1,-1.3,NA,4,8/6/24,8/8/24,206120,1500,lv,https://www.cygn.al/national-poll-2024-election-has-re-entered-stasis-while-trump-republicans-maintains-advantage/,NA,NA,NA,44.2,44.4
87726,1562,Redfield & Wilton Strategies,NA,NA,1.8,0.3,Online Panel,9,8/7/24,8/7/24,205662,2584,lv,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-7-august-2024/,NA,NA,NA,47,44
87710,1554,RMG Research,2178,Napolitan News Service,2.3,-0.4,Online Panel,5,8/5/24,8/7/24,205594,2000,rv,https://napolitaninstitute.org/2024/08/09/presidential-race-update/,NA,NA,NA,47,46
87710,1554,RMG Research,2178,Napolitan News Service,2.3,-0.4,Online Panel,5,8/5/24,8/7/24,205606,NA,lv,https://napolitaninstitute.org/2024/08/09/presidential-race-update/,NA,NA,NA,49,49
87738,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/5/24,8/7/24,205719,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87709,241,Ipsos,NA,NA,2.8,-0.8,Probability Panel,9.5,8/2/24,8/7/24,205592,1342,rv,https://www.ipsos.com/en-us/ipsos-2024-us-national-election-survey-august-2024,NA,NA,NA,42,37
87709,241,Ipsos,NA,NA,2.8,-0.8,Probability Panel,9.5,8/2/24,8/7/24,205593,1342,rv,https://www.ipsos.com/en-us/ipsos-2024-us-national-election-survey-august-2024,NA,NA,NA,49,47
87696,568,YouGov,352,Economist,2.9,-1.1,Online Panel,9,8/4/24,8/6/24,205407,1413,rv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qdE4wzP.pdf,NA,NA,NA,45,43
87737,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/4/24,8/6/24,205718,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87694,1741,ActiVote,NA,NA,NA,NA,App Panel,8,7/30/24,8/6/24,205341,1000,lv,https://www.activote.net/harris-and-trump-essentially-tied/,NA,FALSE,NA,50,50
87694,1741,ActiVote,NA,NA,NA,NA,App Panel,8,7/30/24,8/6/24,205342,1000,lv,https://www.activote.net/harris-and-trump-essentially-tied/,NA,FALSE,NA,45,44.4
87736,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/3/24,8/5/24,205717,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,44
87677,460,SurveyUSA,NA,NA,2.8,-1.3,Online Panel,8,8/2/24,8/5/24,205228,1510,lv,https://www.surveyusa.com/client/PollReport.aspx?g=9c0934f2-406d-4e2c-9a29-762891f12cda,NA,NA,NA,48,45
87675,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/2/24,8/4/24,205219,11265,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,48,44
87679,1205,Marist,3732166,NPR | PBS News,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7,8/1/24,8/4/24,205296,1513,rv,https://maristpoll.marist.edu/polls/the-2024-presidential-contest-august-2024/,NA,NA,NA,51,48
87679,1205,Marist,3732166,NPR | PBS News,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7,8/1/24,8/4/24,205297,1513,rv,https://maristpoll.marist.edu/polls/the-2024-presidential-contest-august-2024/,NA,NA,NA,48,45
87701,1292,Hart/POS,576,CNBC,2.6,-0.6,Live Phone,4,7/31/24,8/4/24,205460,1001,rv,https://www.cnbc.com/2024/08/08/trump-holds-2-point-lead-over-harris-with-a-big-advantage-on-economy-cnbc-survey-shows.html,NA,NA,NA,46,48
87863,1416,HarrisX,400,Deseret News,1.6,-0.1,Online Panel,6,8/2/24,8/3/24,206587,1011,rv,https://www.deseret.com/politics/2024/08/19/poll-could-pessimism-about-the-economy-sink-kamala-harris/,NA,NA,NA,49,51
87863,1416,HarrisX,400,Deseret News,1.6,-0.1,Online Panel,6,8/2/24,8/3/24,206607,1011,rv,https://www.deseret.com/politics/2024/08/19/poll-could-pessimism-about-the-economy-sink-kamala-harris/,NA,NA,NA,46,44
87863,1416,HarrisX,400,Deseret News,1.6,-0.1,Online Panel,6,8/2/24,8/3/24,206608,1011,rv,https://www.deseret.com/politics/2024/08/19/poll-could-pessimism-about-the-economy-sink-kamala-harris/,NA,NA,NA,45,44
87674,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,8/1/24,8/3/24,205218,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,44
87664,770,TIPP,1742,Issues & Insights,1.8,-0.4,Online Panel,3,7/31/24,8/2/24,205203,1326,rv,https://issuesinsights.com/2024/08/05/trump-harris-neck-and-neck-but-her-post-biden-honeymoon-with-voters-might-not-last-ii-tipp-poll/,NA,NA,NA,46,45
87664,770,TIPP,1742,Issues & Insights,1.8,-0.4,Online Panel,3,7/31/24,8/2/24,205204,1326,rv,https://issuesinsights.com/2024/08/05/trump-harris-neck-and-neck-but-her-post-biden-honeymoon-with-voters-might-not-last-ii-tipp-poll/,NA,NA,NA,44,42
87673,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/31/24,8/2/24,205217,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,45
